,Total Revenue
UFPI,5153998000.0
UFPT,179373000.0
UFS,3652000000.0
UGI,6559000000.0
UHAL,3978868000.0
UHS,11558897000.0
UHT,79716000.0
UI,1284500000.0
UIHC,846656000.0
UIS,2026300000.0
ULH,1391083000.0
ULTA,6151953000.0
UMBF,1160895000.0
UMH,163609000.0
UMPQ,1089667000.0
UNF,1804159000.0
UNFI,26514267000.0
UNH,257141000000.0
UNIT,1067041000.0
UNM,13162100000.0
UNP,19533000000.0
UNTY,70381000.0
UNVR,8265000000.0
UPLD,291778000.0
UPS,84628000000.0
UPST,241442000.0
UPWK,373628000.0
URBN,3449749000.0
URGN,11799000.0
URI,8530000000.0
USB,19242000000.0
USCR,1365700000.0
USFD,22885000000.0
USLM,160704000.0
USM,4037000000.0
USNA,1134644000.0
USX,1742101000.0
UTHR,1483300000.0
UTL,418600000.0
UTMD,42178000.0
UUUU,1658000.0
UVE,1072770000.0
UVSP,211895000.0
UVV,1909979000.0
V,21846000000.0
VAC,1844000000.0
VALU,40299000.0
VAPO,125733000.0
VBIV,1061000.0
VBTX,247473000.0
VC,2548000000.0
VCEL,124179000.0
VCRA,198420000.0
VCYT,117483000.0
VEC,1395529000.0
VECO,454163000.0
VEEV,1465069000.0
VER,1164405000.0
VERI,57708000.0
VERU,42592060.0
VFC,10488556000.0
VG,1185357000.0
VGR,1541137000.0
VHC,302636000.0
VIAC,25285000000.0
VIACA,25285000000.0
VIAV,1136300000.0
VICI,1225574000.0
VICR,296576000.0
VIR,76368000.0
VIRT,2929124000.0
VITL,214280000.0
VIVO,253667000.0
VKTX,0.0
VLGEA,1804594000.0
VLO,60115000000.0
VLY,1162879000.0
VMC,4856826000.0
VMD,131309000.0
VMI,2895355000.0
VMW,11767000000.0
VNDA,248168000.0
VNO,1612188000.0
VNT,2704600000.0
VOR,0.0
VOXX,394889000.0
VOYA,7649000000.0
VPG,269812000.0
VRA,468272000.0
VRAY,57017000.0
VRCA,0.0
VREX,738300000.0
VRM,1357700000.0
VRNS,292689000.0
VRNT,1273705000.0
VRRM,393593000.0
VRS,1359000000.0
VRSK,2784600000.0
VRSN,1265052000.0
VRT,4370600000.0
VRTS,603896000.0
VRTV,6345600000.0
VRTX,6205683000.0
VSAT,2309238000.0
VSEC,661659000.0
VSH,2501898000.0
VST,11443000000.0
VSTM,18516000.0
VSTO,1755871000.0
VTOL,1190644000.0
VTR,3800292000.0
VTRS,11946000000.0
VVI,415435000.0
VVNT,1260730000.0
VVV,2353000000.0
VWTR,9598000.0
VXRT,4046000.0
VYGR,171128000.0
VYNE,20993000.0
VZ,128292000000.0
W,14145156000.0
WAB,7556100000.0
WABC,205369000.0
WAFD,548527000.0
WAL,1114100000.0
WASH,214544000.0
WAT,2365365000.0
WBA,139537000000.0
WBS,1038920000.0
WBT,1153400000.0
WCC,12325995000.0
WD,1037678000.0
WDAY,4317996000.0
WDC,16736000000.0
WDFC,408498000.0
WEC,7241700000.0
WELL,4605967000.0
WEN,1400161000.0
WERN,2372178000.0
WETF,253699000.0
WEX,1553369000.0
WEYS,195375000.0
WFC,58319000000.0
WGO,2355533000.0
WH,950000000.0
WHD,348566000.0
WHG,65111000.0
WHR,19456000000.0
WIFI,237416000.0
WINA,66061800.0
WING,248811000.0
WIRE,1276948000.0
WK,351594000.0
WKHS,1392519.0
WLDN,390980000.0
WLFC,288771000.0
WLK,7504000000.0
WLL,732362000.0
WLTW,9352000000.0
WM,15218000000.0
WMB,7719000000.0
WMC,-289043000.0
WMK,4112601000.0
WMS,1673805000.0
WMT,559151000000.0
WNC,1481889000.0
WNEB,65796000.0
WOOF,4920202000.0
WOR,3059119000.0
WORK,902610000.0
WOW,1148400000.0
WPC,1226846000.0
WRB,8098925000.0
WRE,294118000.0
WRI,433917000.0
WRK,17578800000.0
WRLD,590029015.0
WSBC,499924000.0
WSBF,291177000.0
WSC,1367645000.0
WSFS,513800000.0
WSM,6783189000.0
WSO,5054928000.0
WSR,119035000.0
WST,2146900000.0
WTBA,80435000.0
WTFC,1424514000.0
WTI,341716000.0
WTM,1180700000.0
WTRE,691378000.0
WTRG,1462698000.0
WTRH,204328000.0
WTS,1508600000.0
WTTR,605105000.0
WU,4835000000.0
WVE,20077000.0
WW,1378124000.0
WWD,2495665000.0
WWE,974207000.0
WWW,1791100000.0
WY,7532000000.0
WYNN,2095861000.0
X,9741000000.0
XBIT,43997000.0
XEC,1558595000.0
XEL,11526000000.0
XENT,80554000.0
XERS,20435000.0
XFOR,3000000.0
XHR,369776000.0
XLNX,3162666000.0
XLRN,92523000.0
XNCR,122694000.0
XOM,179784000000.0
XONE,59253000.0
XPEL,158924448.0
XPER,892020000.0
XPO,16252000000.0
XRAY,3342000000.0
XRX,7022000000.0
XYL,4876000000.0
Y,8896719000.0
YELP,872933000.0
YETI,1091721000.0
YEXT,354661000.0
YMAB,20750000.0
YORW,53852000.0
YUM,5652000000.0
YUMC,8263000000.0
Z,3339817000.0
ZBH,7024500000.0
ZBRA,4448000000.0
ZEN,1029564000.0
ZEUS,1234144000.0
ZG,3339817000.0
ZGNX,13643000.0
ZION,2405000000.0
ZIOP,0.0
ZIXI,218478000.0
ZM,2651368000.0
ZNGA,1974800000.0
ZNTL,0.0
ZS,431269000.0
ZTS,6675000000.0
ZUMZ,990652000.0
ZUO,305420000.0
ZYXI,80122000.0
